city_rank,city_name,osm_type,osm_id,lat,lon,kind,leisure,sport,club,access,name,operator,tennis_courts_tag,surface,in_park,park_name,in_park,park_name
2,Greater Manchester,way,1263493668,53.5151828,-2.451363,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1263494584,53.4861574,-2.5267277,court,pitch,tennis,,yes,,,,asphalt,1,Pennington Hall Park,1,Pennington Hall Park
2,Greater Manchester,way,1263494585,53.4861849,-2.5265226,court,pitch,tennis,,yes,,,,asphalt,1,Pennington Hall Park,1,Pennington Hall Park
2,Greater Manchester,way,1263494587,53.48643,-2.5270395,court,pitch,tennis,,yes,,,,asphalt,1,Pennington Hall Park,1,Pennington Hall Park
2,Greater Manchester,way,1263497358,53.4854458,-2.5202484,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1263497359,53.4854713,-2.5200347,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1263497360,53.4851252,-2.5201359,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1263497361,53.4851501,-2.5199212,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1263497549,53.5511451,-2.5211178,court,pitch,tennis,,,,,,asphalt,1,Central Park,1,Central Park
2,Greater Manchester,way,1263591160,53.5009098,-2.0668532,sports_centre,sports_centre,cricket;tennis,,,Ladysmith Sports Centre,,,,0,,0,
2,Greater Manchester,way,1263594326,53.4734153,-2.584923,sports_centre,sports_centre,bowls;cricket;field_hockey;soccer;tennis,,,Golborne Sports & Social Club,,,,0,,0,
2,Greater Manchester,way,1263594328,53.473239,-2.5859504,court,pitch,tennis,,customers,,,,asphalt,0,,0,
2,Greater Manchester,way,1263691354,53.3946933,-2.1705772,court,pitch,tennis,,permissive,,,,asphalt,0,,0,
2,Greater Manchester,way,1264756820,53.4442591,-2.2089918,court,pitch,tennis,,customers,,,,rubber,0,,0,
2,Greater Manchester,way,1264756821,53.4442567,-2.2084776,court,pitch,tennis,,customers,,,,rubber,0,,0,
2,Greater Manchester,way,1269879106,53.5367437,-2.218502,court,pitch,tennis,,,,,,asphalt,0,,0,
2,Greater Manchester,way,1270851321,53.4204009,-2.2371827,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1271711978,53.380784,-2.35319,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1271711979,53.380492,-2.3532525,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1271711980,53.3804143,-2.3536056,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1271711981,53.3807261,-2.3535308,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1271957895,53.5939507,-2.3276661,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1271957896,53.5939558,-2.3274337,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1271957897,53.5939614,-2.3272079,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1271992147,53.623036,-2.3256344,sports_centre,sports_centre,tennis,sport,,Holcombe Brook Tennis Club,,,,0,,0,
2,Greater Manchester,way,1271992148,53.623704,-2.3253746,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1271992149,53.6235541,-2.3255637,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1271992150,53.6234445,-2.3257009,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1271992151,53.6232287,-2.325216,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1271992152,53.6233387,-2.3250779,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1271992153,53.6234881,-2.3248896,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1271992154,53.6235987,-2.3247506,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1271992155,53.623284,-2.3260801,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1272538967,53.5122537,-2.1501325,court,pitch,tennis,,,,,,asphalt,1,Higher Memorial Park,1,Higher Memorial Park
2,Greater Manchester,way,1272893274,53.3759237,-2.1558823,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1273189634,53.4577453,-2.0760089,court,pitch,tennis,,yes,,,,asphalt,1,Hyde Park,1,Hyde Park
2,Greater Manchester,way,1273315916,53.4604221,-2.1204234,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1273315917,53.4601449,-2.1208596,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1273315918,53.4602389,-2.1203313,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1273860655,53.510537,-2.2333792,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1273860656,53.5105361,-2.2331496,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1273860657,53.5105374,-2.2329178,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1274077259,53.5151357,-2.387639,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1274077260,53.5152003,-2.3873789,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1274077261,53.5152661,-2.3871221,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1274170357,53.5228307,-2.4084914,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1274170358,53.5227019,-2.4085371,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1274170359,53.5225721,-2.4085882,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1274170360,53.5224434,-2.4086348,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1274176555,53.5572203,-2.4162068,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1274176556,53.5572351,-2.4164078,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1274176557,53.5577817,-2.4160989,sports_centre,sports_centre,bowls;cricket;tennis,,,Bolton Cricket Club,,,,0,,0,
2,Greater Manchester,way,1276757430,53.5382408,-2.154149,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1276757431,53.5381923,-2.1538439,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1276757432,53.5381422,-2.1535336,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1281957575,53.4424409,-2.2974427,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1281957578,53.4425437,-2.2969327,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1281957582,53.4427691,-2.2976265,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1281957584,53.4428709,-2.2971234,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1282138529,53.5097194,-2.3811921,court,pitch,tennis,,,,,,,0,,0,
2,Greater Manchester,way,1282138530,53.509701,-2.3809838,court,pitch,tennis,,,,,,,0,,0,
2,Greater Manchester,way,1282140398,53.5416915,-2.1974799,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1282140399,53.5416891,-2.1972756,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1282140400,53.5414017,-2.1973766,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1282140401,53.5411658,-2.1974804,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1282140402,53.5411639,-2.1972783,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1282141629,53.3769079,-2.1136364,court,pitch,tennis,,,,,,tartan,1,Torkington Park,1,Torkington Park
2,Greater Manchester,way,1282141630,53.3768601,-2.1134309,court,pitch,tennis,,,,,,tartan,1,Torkington Park,1,Torkington Park
2,Greater Manchester,way,1282141631,53.376813,-2.1132362,court,pitch,tennis,,,,,,tartan,1,Torkington Park,1,Torkington Park
2,Greater Manchester,way,1282141632,53.3767653,-2.1130356,court,pitch,tennis,,,,,,tartan,1,Torkington Park,1,Torkington Park
2,Greater Manchester,way,1282141805,53.370671,-2.149388,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1282142182,53.3428717,-2.1626391,court,pitch,tennis,,,,,,,0,,0,
2,Greater Manchester,way,1282142250,53.5640002,-2.3056781,court,pitch,tennis,,,,,,,1,Close Park,1,Close Park
2,Greater Manchester,way,1282142251,53.5639877,-2.3054607,court,pitch,tennis,,,,,,,1,Close Park,1,Close Park
2,Greater Manchester,way,1282182946,53.4561097,-2.2171945,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1282188250,53.528688,-2.1228605,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1282188251,53.5285915,-2.1227444,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1282188254,53.5289322,-2.1223033,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1282191249,53.3494918,-2.1796615,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1282852022,53.3888056,-2.1435487,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1282852023,53.3888862,-2.1433829,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1282852024,53.3889657,-2.1432195,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1282852025,53.3890614,-2.143024,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1282852026,53.3891409,-2.142862,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1282852027,53.3892199,-2.1427014,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1282852028,53.3892963,-2.1425438,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1287154096,53.6272907,-2.1040225,court,pitch,tennis,,,,,,,0,,0,
2,Greater Manchester,way,1287409221,53.5675907,-2.1999204,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1287409222,53.5677454,-2.1998213,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1287409223,53.5679006,-2.1997137,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1289384527,53.6020293,-2.4120114,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1289384528,53.6019748,-2.4117526,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1289384532,53.6019159,-2.4114356,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1289384533,53.601879,-2.4112266,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1289384534,53.6018402,-2.4110159,court,pitch,tennis,,private,,,,,0,,0,
2,Greater Manchester,way,1290200078,53.4743203,-2.151019,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1290200079,53.4743314,-2.150806,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1290200080,53.4743424,-2.150594,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1290252546,53.4096564,-2.2163515,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1290252547,53.409685,-2.2161313,court,pitch,tennis,,private,,,,asphalt,0,,0,
2,Greater Manchester,way,1307530035,53.5336735,-2.1312959,court,pitch,tennis,,,,,,,1,Werneth Park,1,Werneth Park
2,Greater Manchester,way,1307530036,53.5337509,-2.1311324,court,pitch,tennis,,,,,,,1,Werneth Park,1,Werneth Park
2,Greater Manchester,way,1309677759,53.4794693,-2.2557852,court,pitch,tennis,,,,,,,0,,0,
2,Greater Manchester,way,1328252279,53.6078878,-2.28731,court,pitch,tennis,,,,,,,0,,0,
2,Greater Manchester,way,1431578434,53.5278621,-2.7029277,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1431578435,53.5279406,-2.7027697,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1431578436,53.5279467,-2.7024472,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1431578437,53.5280237,-2.7022836,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1431578438,53.5280991,-2.7021309,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1431578439,53.5282207,-2.7019543,court,pitch,tennis,,customers,,,,,0,,0,
2,Greater Manchester,way,1444357124,53.5237848,-2.1191161,court,pitch,tennis,,,,,,,1,Copster Park,1,Copster Park
2,Greater Manchester,way,1454130624,53.4623703,-2.1874404,court,pitch,tennis,,,,,,,0,,0,
2,Greater Manchester,way,1454130625,53.4625219,-2.1875743,court,pitch,tennis,,,,,,,0,,0,
2,Greater Manchester,way,1454130626,53.4626756,-2.1877131,court,pitch,tennis,,,,,,,0,,0,
2,Greater Manchester,way,1462609633,53.5563715,-2.2323069,court,pitch,tennis,,,,,,,0,,0,
2,Greater Manchester,way,1462609634,53.5562539,-2.2324635,court,pitch,tennis,,,,,,,0,,0,
2,Greater Manchester,way,1462609635,53.5561436,-2.2326139,court,pitch,tennis,,,,,,,0,,0,
2,Greater Manchester,relation,1836785,53.3801125,-2.117176,sports_centre,sports_centre,bowls;tennis,,,Hazel Grove Bowling & Tennis Club,,,,0,,0,
3,West Midlands,node,620868634,52.3695417,-1.2765812,sports_centre,sports_centre,tennis,Rugby Lawn Tennis Club,,Rugby Lawn tennis Club,,,,0,,0,
3,West Midlands,node,2297147950,52.338602,-1.2814808,sports_centre,sports_centre,tennis,,,Dunchurch Park Hotel,,,,0,,0,
3,West Midlands,node,2300246043,52.3002912,-1.458011,sports_centre,sports_centre,tennis,,,Offchurch Tennis Club,,,,0,,0,
3,West Midlands,node,2300250890,52.2478889,-1.3159373,sports_centre,sports_centre,tennis,,,Napton Tennis Club,,,,0,,0,
3,West Midlands,node,2300260639,52.3811968,-1.2271562,sports_centre,sports_centre,tennis,,,Clifton Tennis Club,,,,1,,1,
3,West Midlands,way,28498930,52.1863546,-1.7009907,court,pitch,tennis,,,,,,tartan,0,,0,
3,West Midlands,way,39775691,52.2161149,-1.8722952,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,83890839,52.3479748,-1.5815436,court,pitch,tennis,,,,,,asphalt,1,Abbey Fields,1,Abbey Fields
3,West Midlands,way,83893213,52.3566578,-1.5722363,sports_centre,sports_centre,tennis,,,Kenilworth Tennis and Squash Club,,,,0,,0,
3,West Midlands,way,93193989,52.1623218,-1.4492116,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,93194004,52.1614368,-1.4447735,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,103715437,52.1408156,-1.3709234,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,110906401,52.4653032,-1.4848098,court,pitch,tennis,,,,,,asphalt,0,,0,
3,West Midlands,way,114614215,52.2096852,-1.6968859,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,114614229,52.2098775,-1.6965037,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,125154934,52.5341885,-1.4486487,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,125553876,52.5157465,-1.4618083,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,130282902,52.3756629,-1.5228006,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,134420084,52.1444227,-1.794399,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,136506248,52.2932356,-1.550459,court,pitch,tennis,,members,,,,artificial_turf,0,,0,
3,West Midlands,way,136506249,52.2929367,-1.5505753,court,pitch,tennis,,members,,,,artificial_turf,0,,0,
3,West Midlands,way,136506250,52.2934087,-1.5500961,court,pitch,tennis,,members,,,,artificial_turf,0,,0,
3,West Midlands,way,136506251,52.2928367,-1.5504469,court,pitch,tennis,,members,,,,artificial_turf,0,,0,
3,West Midlands,way,136506252,52.2927346,-1.5503186,court,pitch,tennis,,members,,,,artificial_turf,0,,0,
3,West Midlands,way,136506253,52.2931471,-1.5508455,court,pitch,tennis,,members,,,,artificial_turf,0,,0,
3,West Midlands,way,136506255,52.2933219,-1.5502782,court,pitch,tennis,,members,,,,artificial_turf,0,,0,
3,West Midlands,way,136506256,52.2930428,-1.5507126,court,pitch,tennis,,members,,,,artificial_turf,0,,0,
3,West Midlands,way,136506513,52.29319,-1.5499365,court,pitch,tennis,,members,,,,clay,0,,0,
3,West Midlands,way,136506514,52.292872,-1.5495315,court,pitch,tennis,,members,,,,clay,0,,0,
3,West Midlands,way,136506515,52.2930858,-1.5497994,court,pitch,tennis,,members,,,,clay,0,,0,
3,West Midlands,way,136506516,52.2929785,-1.5496652,court,pitch,tennis,,members,,,,clay,0,,0,
3,West Midlands,way,136979078,52.2870027,-1.5432901,court,pitch,tennis,,,,,,asphalt,1,Victoria Park,1,Victoria Park
3,West Midlands,way,136979079,52.2866581,-1.5441672,court,pitch,tennis,,,,,,asphalt,1,Victoria Park,1,Victoria Park
3,West Midlands,way,136979080,52.2866656,-1.5437239,court,pitch,tennis,,,,,,asphalt,1,Victoria Park,1,Victoria Park
3,West Midlands,way,136979081,52.2869946,-1.5439569,court,pitch,tennis,,,,,,asphalt,1,Victoria Park,1,Victoria Park
3,West Midlands,way,136979082,52.28667,-1.54328,court,pitch,tennis,,,,,,asphalt,1,Victoria Park,1,Victoria Park
3,West Midlands,way,136979083,52.2869917,-1.5441762,court,pitch,tennis,,,,,,asphalt,1,Victoria Park,1,Victoria Park
3,West Midlands,way,136979084,52.2869978,-1.5437347,court,pitch,tennis,,,,,,asphalt,1,Victoria Park,1,Victoria Park
3,West Midlands,way,136979085,52.2869995,-1.5435134,court,pitch,tennis,,,,,,asphalt,1,Victoria Park,1,Victoria Park
3,West Midlands,way,136979086,52.2866671,-1.5435014,court,pitch,tennis,,,,,,asphalt,1,Victoria Park,1,Victoria Park
3,West Midlands,way,136979087,52.2866635,-1.5439446,court,pitch,tennis,,,,,,asphalt,1,Victoria Park,1,Victoria Park
3,West Midlands,way,136980011,52.2944424,-1.5365711,court,pitch,tennis,,limited,,,,asphalt,1,Christchurch Gardens,1,Christchurch Gardens
3,West Midlands,way,136980013,52.2944703,-1.535945,court,pitch,tennis,,,,,,asphalt,1,Christchurch Gardens,1,Christchurch Gardens
3,West Midlands,way,136980014,52.2944514,-1.5363582,court,pitch,tennis,,limited,,,,asphalt,1,Christchurch Gardens,1,Christchurch Gardens
3,West Midlands,way,136980015,52.2944613,-1.5361537,court,pitch,tennis,,limited,,,,asphalt,1,Christchurch Gardens,1,Christchurch Gardens
3,West Midlands,way,137226143,52.5149113,-1.7326507,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,137307541,52.2803451,-1.5673006,court,pitch,tennis,,,,,,asphalt,0,,0,
3,West Midlands,way,137307542,52.2805879,-1.567397,court,pitch,tennis,,,,,,asphalt,0,,0,
3,West Midlands,way,137307543,52.2804663,-1.5673489,court,pitch,tennis,,,,,,asphalt,0,,0,
3,West Midlands,way,137307545,52.2805765,-1.5673915,court,pitch,tennis,,,,,,asphalt,0,,0,
3,West Midlands,way,137838952,52.5560237,-1.7298534,court,pitch,tennis,,,,The Belfry,,,0,,0,
3,West Midlands,way,137838953,52.5560566,-1.7300611,court,pitch,tennis,,,,The Belfry,,,0,,0,
3,West Midlands,way,137838955,52.5560852,-1.7302739,court,pitch,tennis,,,,The Belfry,,,0,,0,
3,West Midlands,way,140250780,52.2760799,-1.5969236,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,140250781,52.275672,-1.5970442,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,140250782,52.2758276,-1.5973844,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,140250783,52.2759734,-1.5970532,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,140250784,52.2757505,-1.5972185,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,146636502,52.0580977,-1.62248,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,147683179,52.0993973,-1.6447736,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,147728997,52.0650807,-1.6350142,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,147729001,52.0656849,-1.6354327,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,150621984,52.4762645,-1.4699636,court,pitch,tennis,,,,,,,1,Miners' Welfare Park,1,Miners' Welfare Park
3,West Midlands,way,152975508,52.0389179,-1.5895165,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,154025214,52.200583,-1.5467769,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,155965980,52.094105,-1.6966906,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,156495903,52.0327187,-1.5636536,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,159383033,52.3309378,-1.8382087,court,pitch,tennis,,private,,,,,0,,0,
3,West Midlands,way,159383035,52.3359342,-1.8406274,court,pitch,tennis,,private,,,,,0,,0,
3,West Midlands,way,159383036,52.3320883,-1.8429674,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,159383037,52.3334545,-1.8309989,court,pitch,tennis,,private,,,,,0,,0,
3,West Midlands,way,162410723,52.2406226,-1.6884773,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,162410725,52.239913,-1.6877858,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,162425833,52.196224,-1.6769283,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,162877342,52.2690068,-1.6002975,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,163068007,52.2118191,-1.5661184,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,163367126,52.0392411,-1.5117717,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,163478834,52.2735411,-1.8985733,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,169639064,52.6158923,-1.6119593,court,pitch,tennis,,,,,,asphalt,1,Abbey Green Park,1,Abbey Green Park
3,West Midlands,way,174269762,52.4985833,-1.7019857,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,174269764,52.4993768,-1.7021553,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,177665678,52.4120822,-1.362971,court,pitch,tennis,,,,,,,1,Brinklow Playing Field,1,Brinklow Playing Field
3,West Midlands,way,179951920,52.2752156,-1.572995,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,179951921,52.2754806,-1.5733344,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,179951922,52.2764925,-1.5713278,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,179951923,52.2756147,-1.5735005,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,179951924,52.2765979,-1.5714638,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,179951925,52.2760843,-1.5714491,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,179951926,52.2764121,-1.5718561,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,179951927,52.2753491,-1.5731613,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,179951928,52.276305,-1.5717193,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,179951929,52.2763825,-1.5711936,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,179951930,52.2761975,-1.5715819,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,179951931,52.276273,-1.5710581,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,179952106,52.2780286,-1.5680554,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,179952107,52.2781413,-1.5681473,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,179952108,52.2782533,-1.5682431,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,186054132,52.2802109,-1.5810261,court,pitch,tennis,,customers,,,,artificial_turf,0,,0,
3,West Midlands,way,186054133,52.2801987,-1.5814362,court,pitch,tennis,,customers,,,,artificial_turf,0,,0,
3,West Midlands,way,186054134,52.2798995,-1.5806696,court,pitch,tennis,,customers,,,,artificial_turf,0,,0,
3,West Midlands,way,186054135,52.2798897,-1.5809057,court,pitch,tennis,,customers,,,,artificial_turf,0,,0,
3,West Midlands,way,186054136,52.2802051,-1.5812294,court,pitch,tennis,,customers,,,,artificial_turf,0,,0,
3,West Midlands,way,186054137,52.2798756,-1.5813689,court,pitch,tennis,,customers,,,,artificial_turf,0,,0,
3,West Midlands,way,186054138,52.2798819,-1.5811541,court,pitch,tennis,,customers,,,,artificial_turf,0,,0,
3,West Midlands,way,186054139,52.2801919,-1.5816397,court,pitch,tennis,,customers,,,,artificial_turf,0,,0,
3,West Midlands,way,186054140,52.2802177,-1.5808183,court,pitch,tennis,,customers,,,,artificial_turf,0,,0,
3,West Midlands,way,186054141,52.2799081,-1.5804685,court,pitch,tennis,,customers,,,,artificial_turf,0,,0,
3,West Midlands,way,186300619,52.3807554,-1.573187,court,pitch,tennis,,,Lakeside Courts,,,asphalt,0,,0,
3,West Midlands,way,188538523,52.558774,-1.7101582,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,190209673,52.2429324,-1.3215226,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,192751115,52.353881,-1.5197019,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,195190031,52.3123059,-1.538815,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,196954503,52.5100147,-1.6928,court,pitch,tennis,,private,,,,,1,,1,
3,West Midlands,way,200291205,52.3356845,-1.7644771,court,pitch,tennis,,private,,,,,0,,0,
3,West Midlands,way,200689107,52.2805858,-1.5816886,court,pitch,tennis,,,,,,artificial_turf,0,,0,
3,West Midlands,way,202165058,52.3293186,-1.5457986,court,pitch,tennis,,private,,,,,0,,0,
3,West Midlands,way,202165059,52.3297079,-1.5435198,court,pitch,tennis,,private,,,,,0,,0,
3,West Midlands,way,202165060,52.3301095,-1.5462143,court,pitch,tennis,,private,,,,,0,,0,
3,West Midlands,way,203560564,52.3431258,-1.7295207,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,205992845,52.3528392,-1.7528072,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,208346639,52.2992139,-1.7879301,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,216945483,52.2882574,-1.706548,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,217325374,52.218645,-1.7193806,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,217330600,52.2541334,-1.6180866,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,217443483,52.2573476,-1.5319046,court,pitch,tennis,,customers,,,,,1,,1,
3,West Midlands,way,218746377,52.280732,-1.781417,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,220233223,52.2245327,-1.5483876,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,221952445,52.5816163,-1.7400514,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,224897615,52.1827621,-1.6086676,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,225378516,52.356687,-1.5725076,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,225378517,52.3565698,-1.5718539,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,226678095,52.5117494,-1.5878386,court,pitch,tennis,,,,,,,0,,0,
3,West Midlands,way,229060712,52.3231668,-1.4445928,court,pitch,tennis,,,,,,,0,,0,
